OBJECTID,COD_SIG,COD_SIG_ESTACIONAMENTO,MORADA,MORADA_DETALHE,FREGUESIA,LOCALIZACAO,TIPO_ESTACIONAMENTO,MODELO,NUM_SUPORTES,CAPACIDADE,COBERTO,BALIZADORES,DOMINIALIDADE,ESTACIONAMENTO_ESTADO,EQUIPAMENTO_SERVIDO,FONTE_LEVANTAMENTO,DATA_INSTALACAO,OBS,GlobalID,x,y
16506,2103,2103,Rua das Açucenas,Cemitério da Ajuda,Ajuda,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Funerário - Cemitério,DGM,4/17/2023 12:00:00 AM,HOTSPOT VIRTUAL,8f5a5bc7-af3c-4924-baed-e6cf6b15de13,-1024500.07406104,4680167.91624422
16507,2104,2104,Rua da Guarda Nacional Republicana,Cruzamento com Estrada de Pedro Teixeira,Ajuda,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,4/17/2023 12:00:00 AM,HOTSPOT VIRTUAL,dcfb0f7c-e9c1-4223-a240-737bacddb18b,-1024516.50953644,4680242.2610015
16508,2105,2105,"Rua dos Marcos, Escola",Escola Básica Professor Manuel Sérgio,Ajuda,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Ensino - Ensino Básico,DGM,4/17/2023 12:00:00 AM,HOTSPOT VIRTUAL,5ccd749f-b696-4891-a683-2e6594934d7f,-1024316.89369399,4680547.22103513
16509,2106,2106,Largo Ocidental,Cruzamento com Rua da Preta Constança,Ajuda,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,4/17/2023 12:00:00 AM,HOTSPOT VIRTUAL,e2226dce-0792-4ce5-af73-289ef5580b94,-1025171.72052673,4680556.82016813
16510,2107,2107,Calçada da Memória,Igreja da Memória,Ajuda,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Religioso - Igreja,DGM,4/17/2023 12:00:00 AM,HOTSPOT VIRTUAL,ef919991-3a38-4118-8a0d-a8ede8943bdb,-1024368.84893578,4679271.14969864
16511,2108,2108,Largo da Paz,,Ajuda,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,4/17/2023 12:00:00 AM,HOTSPOT VIRTUAL,0b5c6a77-1151-4628-8818-9aebb7200f79,-1024188.10807906,4679420.6629531
16512,2109,2109,Avenida da Universidade Técnica,"Estádio Universitário de Lisboa, acesso",Ajuda,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Desportivo - Estádio,DGM,4/17/2023 12:00:00 AM,HOTSPOT VIRTUAL,54404f83-aec4-400a-8fad-4f879e194725,-1023871.33160532,4680780.89482729
16513,2110,2110,Avenida do Colégio Militar,"Centro Comercial Colombo, no parque de estacionamento",Carnide,Via,BICIPARQUE,Estacionamento Dois Níveis,,,Sim,,Privado,Interdito Micromobilidade,Equipamento Comercial,,,,d0372f43-bb5e-472c-bbe7-f3da9dcd2d77,-1022902.48173503,4686616.76946689
16514,2111,2111,Rua A do PUAL,Xior Lumiar - Residência Universitária,Lumiar,Passeio,BICICLETA,Sheffield standard,4,8,Sim,0,Privado,Interdito Micromobilidade,Equipamento Ensino - Residência,DEPM,,,4a330c4b-9697-413f-8faa-8ba64578aef4,-1019487.58229138,4689700.61171553
16515,2112,2112,Rua A do PUAL,Xior Lumiar - Residência Universitária,Lumiar,Passeio,BICICLETA,Sheffield standard,4,8,Não,0,Privado,Interdito Micromobilidade,Equipamento Ensino - Residência,DEPM,,,961c44df-5ea7-4bd8-a473-f168d1acf599,-1019494.66492186,4689689.89705672
16516,2113,2113,Rua A do PUAL,Xior Lumiar - Residência Universitária,Lumiar,Passeio,BICICLETA,Sheffield standard,4,8,Não,0,Privado,Interdito Micromobilidade,Equipamento Ensino - Residência,DEPM,,,3e831a08-05f8-4406-8bed-acf9bfe7888f,-1019503.43257209,4689678.31272835
16517,2114,2114,Rua A do PUAL,Xior Lumiar - Residência Universitária,Lumiar,Passeio,BICICLETA,Sheffield standard,4,8,Sim,0,Privado,Interdito Micromobilidade,Equipamento Ensino - Residência,DEPM,,,6264c291-8e06-491d-9752-cb4268c61588,-1019511.35281099,4689666.73794279
16518,2115,2115,Rua Marques da Silva,"Jardim do Caracol da Penha, na entrada",Arroios,Passeio,BICICLETA,,,,Não,,Privado,Interdito Micromobilidade,Equipamento Lazer - Jardim,Munícipe,7/14/2023 12:00:00 AM,,e7597157-38f9-479c-9c85-bcef83b8b4c1,-1016762.58688612,4683022.54467423
16519,2116,2116,Rua Cidade de Cardiff,"Jardim do Caracol da Penha, na entrada",Penha de França,Passeio,BICICLETA,,,,Não,,Privado,Interdito Micromobilidade,Equipamento Lazer - Jardim,Munícipe,7/14/2023 12:00:00 AM,,da3407ba-488d-4573-b512-4507083ea3f4,-1016650.79917171,4682909.09053685
16520,2117,2117,"Largo de São Julião, 15",,Santa Maria Maior,Lugar estacionamento motociclo,HOTSPOT,,0,20,Não,5,Público,Dedicado Micromobilidade,,DEPM,7/19/2023 12:00:00 AM,HOTSPOT VIRTUAL,75d9d414-010f-4550-9762-59df2f599751,-1017365.95245747,4680041.29379606
16521,2118,2118,"Travessa do Pregoeiro, 26B",Junto a estacionamento de motociclos,Carnide,Passeio,BICICLETA,Sheffield standard,4,8,Não,0,Público,Partilhado com Micromobilidade,,DEPM,,,4f518520-3296-49be-86b6-ca0aa31b8dd4,-1022734.84678498,4687493.49192243
16522,2119,2119,Alameda Cardeal Cerejeira,"Cruzamento com Alameda Edgar Cardoso, junto à zona ajardinada",Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,b67124fa-9a07-4602-ac34-c40943acfb03,-1019325.9966055,4682979.62337251
16523,2120,2120,Alameda Cardeal Cerejeira,"Parque Eduardo VII, Topo Norte, junto ao canteiro",Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Lazer - Parque,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,c9005877-f4c3-48a4-9984-01f53a19cc66,-1019022.14186388,4683170.38858299
16524,2161,2161,Rua Dr. Manuel Espírito Santo,"Cruzamento com Rua Faustino José Rodrigues, a seguir ao ecoponto junto aos pilaretes",Beato,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Cultural - Centro Cultural,DGM,9/7/2023 12:00:00 AM,HOTSPOT VIRTUAL,f1cf6621-dcbe-4ea2-8ed6-93ad19d1a9e5,-1014714.26081735,4683694.85029535
16525,2162,2162,"Calçada do Carrascal, 189",Mercado Alfacinha,Beato,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Comercial - Mercado,DGM,9/7/2023 12:00:00 AM,HOTSPOT VIRTUAL,3f5bac04-27b1-4a3e-bb62-4b9246a4da60,-1015663.19055774,4683988.18774085
16526,2163,2163,"Rua Gualdim Pais, 44","ARCO, encostado ao muro",Beato,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Ensino - Escola Profissional,DGM,9/7/2023 12:00:00 AM,HOTSPOT VIRTUAL,90fbbde9-7155-4fc6-9310-fdfab9b3644d,-1014618.24838057,4682692.35428219
16527,2164,2164,"Rua Engenheiro Maciel Chaves, 11","Cruzamento com Rua João do Nascimento Costa, entre caldeiras",Beato,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/7/2023 12:00:00 AM,HOTSPOT VIRTUAL,5502d99b-e8e9-41c5-9d35-7f6c6c92f764,-1015782.33659885,4684035.78541125
16528,2165,2165,"Rua Marquês de Olhão, USF Beato","Junto ao lancil, em frente à primeira caldeira",Beato,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Saúde - USF,DGM,9/7/2023 12:00:00 AM,HOTSPOT VIRTUAL,db5c61b2-1087-4331-8cba-72878dd8ff3a,-1014254.81262834,4683291.63698729
16529,2166,2166,"Rua Marquês de Olhão, 102",Junto aos pilaretes,Beato,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/7/2023 12:00:00 AM,HOTSPOT VIRTUAL,22ced997-0a7b-41b2-bb50-72e6a1a122f5,-1014491.51781868,4683726.95151138
16530,2121,2121,Alameda Edgar Cardoso,"Parque Eduardo VII, lado Sul, atrás do quiosque",Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Lazer - Parque,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,a44202b2-10da-4991-9cc1-170d82f13296,-1018733.79551679,4682504.39479917
16531,2122,2122,"Avenida Álvaro Pais, 11","Na zona superior das escadas, junto ao canteiro",Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,ba089979-a03e-4fd1-8968-5622633c742f,-1018835.56522888,4685200.66115264
16532,2123,2123,"Avenida das Forças Armadas, 101",No pátio junto ao canteiro,Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,d57ca7aa-bbaf-48d0-847e-ecae33f96d29,-1019169.31836425,4685499.22836946
16533,2124,2124,Rua Soeiro Pereira Gomes,"Após zona de estacionamento, lateral do edificio Longavia (Teleperfomance)",Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,5aaef0fe-96f1-4388-9b24-a246dbf89e3d,-1019659.1563485,4685322.6913332
16534,2125,2125,Praça de Espanha,"Cruzamento com Avenida de Berna e Avenida António Augusto de Aguiar, junto ao muro da Fundação Calouste de Gulbenkian
após passadeira de peões e pista ciclável",Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,92183d6d-8e9b-4dff-9f5e-736fdc911056,-1019236.73221932,4684146.46479596
16535,2126,2126,Avenida Sidónio Pais,"Cruzamento com Alameda Cardeal Cerejeira, junto ao canteiro",Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,cbf22f16-fbac-4474-90ba-53d3966eca62,-1018873.63130787,4683259.96884905
16536,2169,2169,Estrada do Alvito,"Cruzamento com Bairro do Alvito, na ilha",Alcântara,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/8/2023 12:00:00 AM,HOTSPOT VIRTUAL,2682d562-ad61-4179-a521-3e76ee6300d8,-1021998.61411828,4680734.14452722
16537,2170,2170,"Calçada da Tapada, 151",No recorte de estacionamento a seguir à passadeira,Alcântara,Lugar estacionamento automóvel,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/8/2023 12:00:00 AM,HOTSPOT VIRTUAL,ba37b733-cb61-48d3-b62f-325c0fa0ad50,-1022622.97126203,4679611.94032696
16538,2171,2171,Calçada da Tapada,"Cruzamento com Rua Jau, na zona raiada e delimitada por balizadores",Alcântara,Via,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/8/2023 12:00:00 AM,HOTSPOT VIRTUAL,dd001adb-d16b-4001-92a9-c6333cd95fd2,-1022223.80744209,4679648.38412238
16539,2172,2172,Calçada da Tapada,"Cruzamento com Rua Prof. Vieira Natividade, no parque de estacionamento",Alcântara,Lugar estacionamento automóvel,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/8/2023 12:00:00 AM,HOTSPOT VIRTUAL,3fe15366-dfcb-4f48-9c96-8765f68f02f7,-1021745.79688154,4679735.22750644
16540,2173,2173,Calçada de Santo Amaro,Cruzamento com Rua Gil Vicente,Alcântara,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/8/2023 12:00:00 AM,HOTSPOT VIRTUAL,89b2bfe3-e0dd-499c-9bea-b843199e4c04,-1022245.3622194,4679139.28815858
16541,2174,2174,Doca de Santo Amaro,"Doca de Santa Amaro, na entrada",Alcântara,Passeio,HOTSPOT,,0,20,Não,0,Público,Dedicado Micromobilidade,,DGM,9/26/2025 12:00:00 AM,HOTSPOT VIRTUAL,519ccb6c-bc2d-4fd3-b131-6ae19d4aed6b,-1021414.65253118,4678827.4888127
16542,2175,2175,Avenida de Brasília,Entre o parque de estacionamento e a ciclovia,Estrela,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/8/2023 12:00:00 AM,HOTSPOT VIRTUAL,3e997a5f-db53-4abc-8ae3-27cc93003e03,-1019420.63971929,4679515.43202165
16543,2176,2176,Estrada do Alvito,"Clube Ténis de Monsanto, na entrada do parque de estacionamento",Alcântara,Via,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Desportivo - Campo Ténis,DGM,9/8/2023 12:00:00 AM,HOTSPOT VIRTUAL,ea5d0217-e511-4587-9c51-bf0dfff7892d,-1022337.01439127,4681203.13023559
16544,2177,2177,Rua Prof. Vieira Natividade,"Atlético Clube de Portugal, antes do recorte de estacionamento",Alcântara,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Desportivo - Estádio,DGM,9/8/2023 12:00:00 AM,HOTSPOT VIRTUAL,3763342b-ec48-4657-bff5-3c96d4346c8b,-1021892.40255437,4680093.62848893
16545,2178,2178,"Rua Fradesso da Silveira, 30",Consulado Geral de Angola,Alcântara,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/8/2023 12:00:00 AM,HOTSPOT VIRTUAL,f628e698-dc99-4b56-bbd6-e31cf8e8664b,-1021495.7148374,4679450.72700786
16546,2179,2179,"Travessa do Conde da Ribeira, 11","Cruzamento com Rua da Academia Recrativa de Santo Amaro, junto ao muro",Alcântara,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/8/2023 12:00:00 AM,HOTSPOT VIRTUAL,04a5dbf4-9716-4672-bdaf-9fa72498d0fe,-1022434.7594924,4678952.72064876
16547,2180,2180,Rua da Fábrica da Pólvora,"Escola Superior de Saúde da Cruz Vermelha Portuguesa, no lugar de estacionamento",Alcântara,Lugar estacionamento automóvel,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Ensino - Ensino Superior,DGM,9/8/2023 12:00:00 AM,HOTSPOT VIRTUAL,215db054-ea14-49da-9d04-eaa8eb59de8d,-1021455.7967522,4680640.92188369
16548,2181,2181,"Rua da Junqueira, 59",Cruzamento com Travessa da Guarda,Alcântara,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/11/2023 12:00:00 AM,HOTSPOT VIRTUAL,5051783b-9025-40cd-887b-7576751e6668,-1022361.3390864,4678766.05863144
16549,2127,2127,Avenida Sidónio Pais,"Acesso Pavilhão Carlos Lopes, junto ao lancil na continuidade das caldeiras",Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Desportivo - Pavilhão,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,5ec3f069-24a0-4078-941b-4f9cfb057086,-1018702.53080478,4683027.50382781
16550,2128,2128,"Avenida Santos Dumont, 74","Primeiro lugar de estacionamento automóvel, após a passadeira",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,4ebb8fe9-1e1c-4f35-a393-e0642e9c1df7,-1019325.57313052,4684417.72185503
16551,2129,2129,"Avenida Visconde de Valmor, 1",Junto à ciclovia na continuidade da caldeira,Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,48d4293d-d12e-4809-a234-29061d9771e4,-1017758.62460272,4684345.91772247
16553,2131,2131,"Rua Filipe da Mata, 79",Último lugar de estacionamento automóvel,Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,80752061-3ce1-4753-9199-9cd82f9058a1,-1019650.45762356,4684675.40716185
16554,2132,2132,Rua Castilho,"Cruzamento com Rua Marquês de Subserra, junto à ciclovia",Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,0e37d72a-a852-47ef-a0f2-7ab3859be9f9,-1019131.43150614,4682583.93982103
16555,2182,2182,Rua da Junqueira,"Instituto de Higiene e Medicina Tropical, lado oposto",Alcântara,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/11/2023 12:00:00 AM,HOTSPOT VIRTUAL,eb09d15c-1803-4ef0-9cc3-71ef37234617,-1022522.16320296,4678680.26974064
16556,2183,2183,"Rua da Junqueira, 5",,Alcântara,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/11/2023 12:00:00 AM,HOTSPOT VIRTUAL,1f468750-0d51-4e0f-977a-75379a552998,-1022131.24050359,4678902.58904664
16557,2184,2184,"Rua Mécia Mouzinho de Albuquerque, 1",No separador central entre caldeiras,Alcântara,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/11/2023 12:00:00 AM,HOTSPOT VIRTUAL,9eac082e-a028-4053-92ba-5bd4c02a7b19,-1022796.69314991,4678540.80281845
16558,2185,2185,Rua da Fábrica da Pólvora,"Cruzamento com Rua da Quinta do Cabrinha, no lugar de estacionamento automóvel",Alcântara,Lugar estacionamento automóvel,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/11/2023 12:00:00 AM,HOTSPOT VIRTUAL,2e971fd5-42ca-445e-bd06-aa80bcf1d95c,-1021445.68187746,4680476.06104219
16559,2186,2186,Calçada da Tapada,"Cruzamento com Rua do Cinco de Abril, no lugar de estacionamento automóvel",Alcântara,Lugar estacionamento automóvel,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/11/2023 12:00:00 AM,HOTSPOT VIRTUAL,aa157bd8-3d0f-409a-b3b4-a655cba42429,-1021444.65800693,4679725.34276588
16560,2187,2187,"Rua do Alvito, 36",Cruzamento com Travessa dos Surradores,Alcântara,Via,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/12/2023 12:00:00 AM,HOTSPOT VIRTUAL,f256ade5-5bb4-40c3-bd59-a6ea4c44d87b,-1021389.16795918,4679924.4169321
16561,2188,2188,"Rua Padre Manuel Alves Correia, 1","Cruzamento com Rua do Cruzeiro, ao lado do último lugar de estacionamento",Alcântara,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/12/2023 12:00:00 AM,HOTSPOT VIRTUAL,3ef56675-0d25-4337-a4db-18e3be95f728,-1022857.71970146,4679659.67512892
16562,2133,2133,Rua Castilho,"Cruzamento com Rua Joaquim António de Aguiar, junto à ciclovia, entre a caldeira e a luminária",Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,ec03568c-bf0e-4f71-ad61-ec4e1064abdc,-1019009.65186053,4682404.90239802
16563,2134,2134,"Rua da Cruz Vermelha, 13D",Entre caldeiras,Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,1e2d55f5-be0f-4ec2-8f7c-6a0c8b764a88,-1018738.15807968,4685257.70944659
16564,2135,2135,Rua de Artilharia Um,"Cruzamento com Rua Marquês de Fronteira, na lateral do quiosque",Campolide,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,91e52a47-4f36-4ea3-b878-c9ed8115bda4,-1019677.06237749,4682819.48780199
16565,2136,2136,"Rua Tenente Espanca, 3C",No primeiro lugar de estacionamento automóvel após entrada de garagem,Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,2619c608-4a08-4571-91b0-a10b56461857,-1019125.83891769,4684328.31036233
16566,2137,2137,"Rua Dr. Nicolau de Bettencourt, 29","Cruzamento Rua Marquês de Fronteira, após lugar de estacionamento automóvel",Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,b9750270-cfa3-4be1-9864-f799edd5b7e7,-1018953.80586168,4683744.72359373
16567,2138,2138,"Rua Fialho de Almeida, 21B","SAMS, na entrada junto à praça de Táxis",Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Saúde - Clínica,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,d00f35a8-342e-48e0-87ff-6699752c90b9,-1019460.42687957,4683707.84923601
16568,2139,2139,"Rua Francisco de Holanda, 47","Último lugar de estacionamento automóvel, em frente às escadas",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,44ece126-9a94-4b69-b118-bc063bf7e1fe,-1019428.53435048,4685124.37055842
16569,2189,2189,"Rua do Giestal, 2","Cruzamento com Calçada da Boa-Hora, junto aos pilaretes",Alcântara,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/13/2023 12:00:00 AM,HOTSPOT VIRTUAL,f66ee735-9718-4be9-b5df-12efca7a52a3,-1023073.07963006,4678818.63416827
16570,2190,2190,Travessa dos Fornos,"Cruzamento com Rua Dom João de Castro, junto ao fim do muro",Ajuda,Via,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/13/2023 12:00:00 AM,HOTSPOT VIRTUAL,b55abead-85d9-4074-8eb5-646c01dc21fb,-1022947.25820283,4679709.01459521
16571,2191,2191,Rua Luís de Camões,"Cruzamento com Rua dos Lusíadas, entre caldeiras",Alcântara,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/13/2023 12:00:00 AM,HOTSPOT VIRTUAL,423432d6-a33b-45fa-941b-37909cc5fcaa,-1022222.68186894,4679376.75488215
16572,2192,2192,"Rua dos Lusíadas, 106","Último lugar de estacionamento automóvel, antes do entroncamento",Alcântara,Lugar estacionamento automóvel,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/18/2023 12:00:00 AM,HOTSPOT VIRTUAL,68057921-94a9-4975-a269-0c5b349a88f8,-1022083.27876714,4679468.84898392
16573,2193,2193,"Rua dos Lusíadas, 9","Cruzamento com Rua Leão de Oliveira, no último lugar de estacionamento automóvel, na diagonal junto à passadeira",Alcântara,Lugar estacionamento automóvel,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/18/2023 12:00:00 AM,HOTSPOT VIRTUAL,aa5f2b52-93e0-4fa4-ab6a-dd374508595b,-1021763.78019312,4679593.1600629
16574,2194,2194,Rua Gil Vicente,"Jardim Avelar Brotero, entre a caldeira e a luminária",Alcântara,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/18/2023 12:00:00 AM,HOTSPOT VIRTUAL,fb461cdf-3f4e-43dc-aa54-9cee67252cb1,-1022366.40842583,4679392.08562212
16575,2140,2140,"Rua Francisco Lyon de Castro, 12",Junto ao gradeamento de acesso ao parque de estacionamento,Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Ensino - Residência,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,15025373-8ad0-45f4-aa2a-9125118a8956,-1018974.66283144,4685434.55515938
16576,2141,2141,Rua Rodrigo da Fonseca,No separador central junto à Rua Marquês de Fronteira,Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,05d3e306-5576-49a6-85b5-a20511a73129,-1019551.93191094,4682958.47740261
16577,2142,2142,"Rua Rodrigo da Fonseca, 103",Entre floreiras,Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,32f10644-8728-4174-b373-064c7f3fbcc7,-1019156.55032428,4682382.58748164
16578,2143,2143,"Rua Sousa Lopes, Lote PQ",Entre lancil e caldeira,Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,f10fb733-aa48-4199-8fe7-6a8a3d449efd,-1019086.44707204,4685069.34324449
16579,2144,2144,"Rua Sousa Lopes, 51D",Rotunda junto ao lancil,Avenidas Novas,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,Equipamento Ensino - Residência,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,e79f1cc7-d32e-416b-a992-7ee6103a17c3,-1018870.61055377,4685044.04474273
16580,2145,2145,"Avenida das Forças Armadas, 51C","Na ilha central, no espaço após o último lugar de estacionamento automóvel",Avenidas Novas,Passeio,HOTSPOT,,0,8,Não,0,Público,Dedicado Micromobilidade,,DGM,9/6/2023 12:00:00 AM,HOTSPOT VIRTUAL,78472a3f-994b-4d10-9f82-86440d610c4c,-1018788.80813444,4685585.1680196
16581,2195,2195,"Rua José Dias Coelho, 29",Entre o último lugar de estacionamento automóvel e o início da passadeira (raia),Alcântara,Via,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/18/2023 12:00:00 AM,HOTSPOT VIRTUAL,4819d129-1d1c-4b1d-97dc-2e044ac4c723,-1021664.1843186,4679712.10522372
16582,2196,2196,"Rua Luís de Camões, 126","Cruzamento com Rua Jau, entre os ecopontos e a passadeira",Alcântara,Lugar estacionamento automóvel,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/18/2023 12:00:00 AM,HOTSPOT VIRTUAL,68682de9-6b0e-4006-a32d-e42c29c48ba1,-1022348.43280781,4679545.87279991
16583,2197,2197,"Rua Luís de Camões, 1","Cruzamento com Rua Primeiro de Maio a Alcântara, depois da passadeira",Alcântara,Via,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,9/18/2023 12:00:00 AM,HOTSPOT VIRTUAL,94192019-6160-4919-896c-e2a7d45ba9c7,-1022001.22432873,4679120.69384194
